,bias_bits,row,v_nodes,c_nodes,ts_size,sim_index,snr
165,"[5.0, 30.0, 32.0, 46.0, 51.0, 60.0, 72.0, 88.0, 94.0]",5,[30 32 46 51 72 88 94],[ 1  7 12 13 15 26 38 40 41],"[7.0, 9.0]",25,5
166,"[5.0, 30.0, 32.0, 46.0, 51.0, 60.0, 72.0, 88.0, 94.0]",5,[ 5 46 51 60 88],[ 1 12 13 20 26 29 40],"[5.0, 7.0]",26,5
167,"[5.0, 30.0, 32.0, 46.0, 51.0, 60.0, 72.0, 88.0, 94.0]",5,[32 60 88],[ 7 12 13 16 20 23 37],"[3.0, 7.0]",27,5
168,"[5.0, 30.0, 32.0, 46.0, 51.0, 60.0, 72.0, 88.0, 94.0]",5,[ 5 32 60 72],[ 1  7 12 15 16 20 23 29],"[4.0, 8.0]",28,5
169,"[5.0, 30.0, 32.0, 46.0, 51.0, 60.0, 72.0, 88.0, 94.0]",5,[ 5 32 46 72 88 94],[ 1  7 13 15 33 37 38 40],"[6.0, 8.0]",29,5
170,"[6.0, 28.0, 29.0, 32.0, 36.0, 50.0, 52.0, 61.0, 94.0]",6,[28 52],[ 5  7 23 29 39 41],"[2.0, 6.0]",0,5
171,"[6.0, 28.0, 29.0, 32.0, 36.0, 50.0, 52.0, 61.0, 94.0]",6,[ 6 32 36 61 94],[ 1  7  8 26 33 38 47],"[5.0, 7.0]",1,5
172,"[6.0, 28.0, 29.0, 32.0, 36.0, 50.0, 52.0, 61.0, 94.0]",6,[ 6 29 32 36 52 94],[ 1 13 23 29 33 41],"[6.0, 6.0]",2,5
173,"[6.0, 28.0, 29.0, 32.0, 36.0, 50.0, 52.0, 61.0, 94.0]",6,[28 29 36],[ 5  8 13 23 38 39 41],"[3.0, 7.0]",3,5
174,"[6.0, 28.0, 29.0, 32.0, 36.0, 50.0, 52.0, 61.0, 94.0]",6,[ 6 28 36],[ 5  8 13 26 39],"[3.0, 5.0]",4,5
175,"[6.0, 28.0, 29.0, 32.0, 36.0, 50.0, 52.0, 61.0, 94.0]",6,[28 32 36],[ 5  7 13 26 33 39 41],"[3.0, 7.0]",5,5
176,"[6.0, 28.0, 29.0, 32.0, 36.0, 50.0, 52.0, 61.0, 94.0]",6,[ 6 50],[23 28 39 41],"[2.0, 4.0]",6,5
177,"[6.0, 28.0, 29.0, 32.0, 36.0, 50.0, 52.0, 61.0, 94.0]",6,[29 94],[ 1  8 23 26],"[2.0, 4.0]",7,5
178,"[6.0, 28.0, 29.0, 32.0, 36.0, 50.0, 52.0, 61.0, 94.0]",6,[ 6 28 29 32 36 52 61 94],[ 1  5 23 29 33 39 41 47],"[8.0, 8.0]",8,5
179,"[6.0, 28.0, 29.0, 32.0, 36.0, 50.0, 52.0, 61.0, 94.0]",6,[29 50 52 94],[ 1  7 23 26 28 29 39 41],"[4.0, 8.0]",9,5
180,"[6.0, 28.0, 29.0, 32.0, 36.0, 50.0, 52.0, 61.0, 94.0]",6,[28 29 32 50 52 94],[ 1  5 23 26 28 29 33 41],"[6.0, 8.0]",10,5
181,"[6.0, 28.0, 29.0, 32.0, 36.0, 50.0, 52.0, 61.0, 94.0]",6,[ 6 28 50 61],[ 5 13 23 28 41 47],"[4.0, 6.0]",11,5
182,"[6.0, 28.0, 29.0, 32.0, 36.0, 50.0, 52.0, 61.0, 94.0]",6,[ 6 28 29 50 52 61 94],[ 1  5  7  8 13 26 28 29 47],"[7.0, 9.0]",12,5
183,"[6.0, 28.0, 29.0, 32.0, 36.0, 50.0, 52.0, 61.0, 94.0]",6,[ 6 32 50 61],[ 7 13 23 28 33 39 41 47],"[4.0, 8.0]",13,5
184,"[6.0, 28.0, 29.0, 32.0, 36.0, 50.0, 52.0, 61.0, 94.0]",6,[ 6 29],[23 26 38 41],"[2.0, 4.0]",14,5
185,"[6.0, 28.0, 29.0, 32.0, 36.0, 50.0, 52.0, 61.0, 94.0]",6,[ 6 28 32 36 50 52 61 94],[ 1  5 23 26 28 29 33 38 41 47],"[8.0, 10.0]",15,5
186,"[6.0, 28.0, 29.0, 32.0, 36.0, 50.0, 52.0, 61.0, 94.0]",6,[ 6 28 29 32 36 52 94],[ 1  5 13 29 33 39 41],"[7.0, 7.0]",16,5
187,"[6.0, 28.0, 29.0, 32.0, 36.0, 50.0, 52.0, 61.0, 94.0]",6,[28 29 36 50 61],[ 5 28 38 41 47],"[5.0, 5.0]",17,5
188,"[6.0, 28.0, 29.0, 32.0, 36.0, 50.0, 52.0, 61.0, 94.0]",6,[ 6 32 36],[ 7  8 13 26 33],"[3.0, 5.0]",18,5
189,"[6.0, 28.0, 29.0, 32.0, 36.0, 50.0, 52.0, 61.0, 94.0]",6,[32 52 94],[ 1 29 33 38 41],"[3.0, 5.0]",19,5
190,"[6.0, 28.0, 29.0, 32.0, 36.0, 50.0, 52.0, 61.0, 94.0]",6,[ 6 28 29 32],[ 5  7 23 26 33 38 39 41],"[4.0, 8.0]",20,5
191,"[6.0, 28.0, 29.0, 32.0, 36.0, 50.0, 52.0, 61.0, 94.0]",6,[ 6 36 50 61 94],[ 1 23 26 28 38 39 47],"[5.0, 7.0]",21,5
192,"[6.0, 28.0, 29.0, 32.0, 36.0, 50.0, 52.0, 61.0, 94.0]",6,[ 6 36 52],[ 7  8 13 23 26 29 41],"[3.0, 7.0]",22,5
193,"[6.0, 28.0, 29.0, 32.0, 36.0, 50.0, 52.0, 61.0, 94.0]",6,[29 61 94],[ 1  8 13 26 47],"[3.0, 5.0]",23,5
194,"[6.0, 28.0, 29.0, 32.0, 36.0, 50.0, 52.0, 61.0, 94.0]",6,[ 6 28 29 36 52 61 94],[ 1  5  7 29 39 41 47],"[7.0, 7.0]",24,5
195,"[6.0, 28.0, 29.0, 32.0, 36.0, 50.0, 52.0, 61.0, 94.0]",6,[ 6 28 32 50 52 94],[ 1  5 28 29 33 38],"[6.0, 6.0]",25,5
196,"[6.0, 28.0, 29.0, 32.0, 36.0, 50.0, 52.0, 61.0, 94.0]",6,[ 6 28 29 32 50 61],[ 5  7  8 13 26 28 33 38 41 47],"[6.0, 10.0]",26,5
197,"[6.0, 28.0, 29.0, 32.0, 36.0, 50.0, 52.0, 61.0, 94.0]",6,[ 6 28 32 36 50],[ 5  7 13 23 26 28 33],"[5.0, 7.0]",27,5
198,"[6.0, 28.0, 29.0, 32.0, 36.0, 50.0, 52.0, 61.0, 94.0]",6,[28 32 50 52 61],[ 5  8 13 23 28 29 33 41 47],"[5.0, 9.0]",28,5
199,"[6.0, 28.0, 29.0, 32.0, 36.0, 50.0, 52.0, 61.0, 94.0]",6,[ 6 28 61],[ 5  8 13 23 39 41 47],"[3.0, 7.0]",29,5
200,"[7.0, 31.0, 35.0, 65.0, 77.0, 79.0, 91.0, 93.0]",7,[ 7 31 35 77 79 91 93],[ 0  2 10 12 14 19 43],"[7.0, 7.0]",0,5
201,"[7.0, 31.0, 35.0, 65.0, 77.0, 79.0, 91.0, 93.0]",7,[ 7 31 65 79],[17 22 43 47],"[4.0, 4.0]",1,5
202,"[7.0, 31.0, 35.0, 65.0, 77.0, 79.0, 91.0, 93.0]",7,[35 77 79 93],[ 2 14 19 22],"[4.0, 4.0]",2,5
203,"[7.0, 31.0, 35.0, 65.0, 77.0, 79.0, 91.0, 93.0]",7,[ 7 91 93],[ 0  2 12 22 47],"[3.0, 5.0]",3,5
204,"[7.0, 31.0, 35.0, 65.0, 77.0, 79.0, 91.0, 93.0]",7,[ 7 35 77],[14 19 32],"[3.0, 3.0]",4,5
205,"[7.0, 31.0, 35.0, 65.0, 77.0, 79.0, 91.0, 93.0]",7,[ 7 31 91],[ 0 10 12 22 43],"[3.0, 5.0]",5,5
206,"[7.0, 31.0, 35.0, 65.0, 77.0, 79.0, 91.0, 93.0]",7,[31],[10 28 43],"[1.0, 3.0]",6,5
207,"[7.0, 31.0, 35.0, 65.0, 77.0, 79.0, 91.0, 93.0]",7,[ 7 77 79 91 93],[ 2 12 14 28 45],"[5.0, 5.0]",7,5
208,"[7.0, 31.0, 35.0, 65.0, 77.0, 79.0, 91.0, 93.0]",7,[31 35 65 93],[ 0  2 17 19 32 43 45 47],"[4.0, 8.0]",8,5
209,"[7.0, 31.0, 35.0, 65.0, 77.0, 79.0, 91.0, 93.0]",7,[ 7 77 93],[ 0  2 14 28 32 45 47],"[3.0, 7.0]",9,5
210,"[7.0, 31.0, 35.0, 65.0, 77.0, 79.0, 91.0, 93.0]",7,[31 35 77 79 93],[ 2 10 14 19 22 28 43],"[5.0, 7.0]",10,5
211,"[7.0, 31.0, 35.0, 65.0, 77.0, 79.0, 91.0, 93.0]",7,[ 7 65 79 93],[ 2 10 17 22],"[4.0, 4.0]",11,5
212,"[7.0, 31.0, 35.0, 65.0, 77.0, 79.0, 91.0, 93.0]",7,[ 7 31 65 77],[ 0 14 17 28 43 45],"[4.0, 6.0]",12,5
213,"[7.0, 31.0, 35.0, 65.0, 77.0, 79.0, 91.0, 93.0]",7,[ 7 65 91],[ 0 10 12 17 22 28 32],"[3.0, 7.0]",13,5
214,"[7.0, 31.0, 35.0, 65.0, 77.0, 79.0, 91.0, 93.0]",7,[31 35],[ 0 10 19 28 43 45],"[2.0, 6.0]",14,5
215,"[7.0, 31.0, 35.0, 65.0, 77.0, 79.0, 91.0, 93.0]",7,[35 65 93],[ 0  2 10 17 19 28 32 45 47],"[3.0, 9.0]",15,5
216,"[7.0, 31.0, 35.0, 65.0, 77.0, 79.0, 91.0, 93.0]",7,[ 7 35 65],[10 17 19 28 45],"[3.0, 5.0]",16,5
217,"[7.0, 31.0, 35.0, 65.0, 77.0, 79.0, 91.0, 93.0]",7,[ 7 31 65 79],[17 22 43 47],"[4.0, 4.0]",17,5
218,"[7.0, 31.0, 35.0, 65.0, 77.0, 79.0, 91.0, 93.0]",7,[ 7 31 65 77 79 91],[12 14 17 28 32 43 45 47],"[6.0, 8.0]",18,5
219,"[7.0, 31.0, 35.0, 65.0, 77.0, 79.0, 91.0, 93.0]",7,[ 7 79 91],[12 28 47],"[3.0, 3.0]",19,5
220,"[7.0, 31.0, 35.0, 65.0, 77.0, 79.0, 91.0, 93.0]",7,[ 7 35 93],[ 2 19 32 45 47],"[3.0, 5.0]",20,5
221,"[7.0, 31.0, 35.0, 65.0, 77.0, 79.0, 91.0, 93.0]",7,[79 91 93],[ 0  2 12 28 32],"[3.0, 5.0]",21,5
222,"[7.0, 31.0, 35.0, 65.0, 77.0, 79.0, 91.0, 93.0]",7,[ 7 35 65 77 91],[10 12 14 17 19 22 32],"[5.0, 7.0]",22,5
223,"[7.0, 31.0, 35.0, 65.0, 77.0, 79.0, 91.0, 93.0]",7,[31 35 65 79 91],[12 17 19 28 43 45 47],"[5.0, 7.0]",23,5
224,"[7.0, 31.0, 35.0, 65.0, 77.0, 79.0, 91.0, 93.0]",7,[31 65 77],[14 17 32 43 45],"[3.0, 5.0]",24,5
225,"[7.0, 31.0, 35.0, 65.0, 77.0, 79.0, 91.0, 93.0]",7,[65 77],[10 14 17 28 32 45],"[2.0, 6.0]",25,5
226,"[7.0, 31.0, 35.0, 65.0, 77.0, 79.0, 91.0, 93.0]",7,[35 77 79 91 93],[ 2 12 14 19 32],"[5.0, 5.0]",26,5
227,"[7.0, 31.0, 35.0, 65.0, 77.0, 79.0, 91.0, 93.0]",7,[65 77 79 91 93],[ 0  2 10 12 14 17 45],"[5.0, 7.0]",27,5
228,"[7.0, 31.0, 35.0, 65.0, 77.0, 79.0, 91.0, 93.0]",7,[31 77 91 93],[ 2 10 12 14 22 28 32 43 45 47],"[4.0, 10.0]",28,5
229,"[7.0, 31.0, 35.0, 65.0, 77.0, 79.0, 91.0, 93.0]",7,[35 65 77 79 93],[ 2 10 14 17 19 22 32],"[5.0, 7.0]",29,5
230,"[8.0, 18.0, 29.0, 33.0, 36.0, 39.0, 51.0, 64.0, 74.0, 76.0, 84.0]",8,[ 8 29 36 51 64 74 76],[ 1  6 13 20 21 26 37 38 39],"[7.0, 9.0]",0,5
231,"[8.0, 18.0, 29.0, 33.0, 36.0, 39.0, 51.0, 64.0, 74.0, 76.0, 84.0]",8,[33 36 51 64 74 76 84],[ 1  3  6  8 13 20 21 24 37 39 42],"[7.0, 11.0]",1,5
232,"[8.0, 18.0, 29.0, 33.0, 36.0, 39.0, 51.0, 64.0, 74.0, 76.0, 84.0]",8,[33 51 74 84],[ 1  8 21 24 37 42],"[4.0, 6.0]",2,5
233,"[8.0, 18.0, 29.0, 33.0, 36.0, 39.0, 51.0, 64.0, 74.0, 76.0, 84.0]",8,[ 8 36 39 51 74],[ 1  8 13 21 25 26 37 39 41],"[5.0, 9.0]",3,5
234,"[8.0, 18.0, 29.0, 33.0, 36.0, 39.0, 51.0, 64.0, 74.0, 76.0, 84.0]",8,[18 29 39 64 74 76],[ 1  6 20 21 25 30 38 41],"[6.0, 8.0]",4,5
235,"[8.0, 18.0, 29.0, 33.0, 36.0, 39.0, 51.0, 64.0, 74.0, 76.0, 84.0]",8,[ 8 29 36 51 84],[ 1  3  5  8 13 26 35 37 38 41 42],"[5.0, 11.0]",5,5
236,"[8.0, 18.0, 29.0, 33.0, 36.0, 39.0, 51.0, 64.0, 74.0, 76.0, 84.0]",8,[29 74 76],[ 3 20 21 26 35 38 41],"[3.0, 7.0]",6,5
237,"[8.0, 18.0, 29.0, 33.0, 36.0, 39.0, 51.0, 64.0, 74.0, 76.0, 84.0]",8,[36 39 76 84],[ 5 13 20 25 39 42],"[4.0, 6.0]",7,5
238,"[8.0, 18.0, 29.0, 33.0, 36.0, 39.0, 51.0, 64.0, 74.0, 76.0, 84.0]",8,[ 8 36 39 84],[ 5 13 25 26 35 39 41 42],"[4.0, 8.0]",8,5
239,"[8.0, 18.0, 29.0, 33.0, 36.0, 39.0, 51.0, 64.0, 74.0, 76.0, 84.0]",8,[18 29 64 76],[ 1  3  6  8 20 30 35 38 39 41],"[4.0, 10.0]",9,5
240,"[8.0, 18.0, 29.0, 33.0, 36.0, 39.0, 51.0, 64.0, 74.0, 76.0, 84.0]",8,[33 64],[ 5  6 24 26 35 39],"[2.0, 6.0]",10,5
241,"[8.0, 18.0, 29.0, 33.0, 36.0, 39.0, 51.0, 64.0, 74.0, 76.0, 84.0]",8,[ 8 36 64 76 84],[ 5  6 13 20 35 39 42],"[5.0, 7.0]",11,5
242,"[8.0, 18.0, 29.0, 33.0, 36.0, 39.0, 51.0, 64.0, 74.0, 76.0, 84.0]",8,[18 33 39 51 64 76],[ 5  6 20 24 25 30 37 41],"[6.0, 8.0]",12,5
243,"[8.0, 18.0, 29.0, 33.0, 36.0, 39.0, 51.0, 64.0, 74.0, 76.0, 84.0]",8,[ 8 18 39 51 64 74],[ 6  8 21 25 26 30 35 37],"[6.0, 8.0]",13,5
244,"[8.0, 18.0, 29.0, 33.0, 36.0, 39.0, 51.0, 64.0, 74.0, 76.0, 84.0]",8,[29 39],[ 3  8 25 26 38 39],"[2.0, 6.0]",14,5
245,"[8.0, 18.0, 29.0, 33.0, 36.0, 39.0, 51.0, 64.0, 74.0, 76.0, 84.0]",8,[ 8 29 36 39 51 64 74 84],[ 1  5  6 13 21 25 37 38 41 42],"[8.0, 10.0]",15,5
246,"[8.0, 18.0, 29.0, 33.0, 36.0, 39.0, 51.0, 64.0, 74.0, 76.0, 84.0]",8,[18 29 33 36 51 84],[ 8 13 24 30 37 38 41 42],"[6.0, 8.0]",16,5
247,"[8.0, 18.0, 29.0, 33.0, 36.0, 39.0, 51.0, 64.0, 74.0, 76.0, 84.0]",8,[ 8 29 36 51 74],[ 1  3 13 21 37 38 41],"[5.0, 7.0]",17,5
248,"[8.0, 18.0, 29.0, 33.0, 36.0, 39.0, 51.0, 64.0, 74.0, 76.0, 84.0]",8,[ 8 18 39 64 76],[ 1  3  6 20 25 30 41],"[5.0, 7.0]",18,5
249,"[8.0, 18.0, 29.0, 33.0, 36.0, 39.0, 51.0, 64.0, 74.0, 76.0, 84.0]",8,[74],[ 8 21 35],"[1.0, 3.0]",19,5
250,"[8.0, 18.0, 29.0, 33.0, 36.0, 39.0, 51.0, 64.0, 74.0, 76.0, 84.0]",8,[36 39 74 76 84],[ 5  8 13 20 21 25 35 39 42],"[5.0, 9.0]",20,5
251,"[8.0, 18.0, 29.0, 33.0, 36.0, 39.0, 51.0, 64.0, 74.0, 76.0, 84.0]",8,[29 39 51 64 76],[ 1  6  8 20 25 26 37 38 41],"[5.0, 9.0]",21,5
252,"[8.0, 18.0, 29.0, 33.0, 36.0, 39.0, 51.0, 64.0, 74.0, 76.0, 84.0]",8,[ 8 18 33 36 39 76 84],[ 1  3 13 20 24 25 26 30 35 39 42],"[7.0, 11.0]",22,5
253,"[8.0, 18.0, 29.0, 33.0, 36.0, 39.0, 51.0, 64.0, 74.0, 76.0, 84.0]",8,[29 33 64],[ 5  6  8 24 35 38 39],"[3.0, 7.0]",23,5
254,"[8.0, 18.0, 29.0, 33.0, 36.0, 39.0, 51.0, 64.0, 74.0, 76.0, 84.0]",8,[ 8 18 74 84],[ 1  3  5  8 21 30 35 42],"[4.0, 8.0]",24,5
255,"[8.0, 18.0, 29.0, 33.0, 36.0, 39.0, 51.0, 64.0, 74.0, 76.0, 84.0]",8,[ 8 18 33 39 76 84],[ 1  3 20 24 25 30 35 39 41 42],"[6.0, 10.0]",25,5
256,"[8.0, 18.0, 29.0, 33.0, 36.0, 39.0, 51.0, 64.0, 74.0, 76.0, 84.0]",8,[18 36 51 64 74 84],[ 5  6  8 13 21 30 37 39 41 42],"[6.0, 10.0]",26,5
257,"[8.0, 18.0, 29.0, 33.0, 36.0, 39.0, 51.0, 64.0, 74.0, 76.0, 84.0]",8,[36 74 76],[ 3  8 13 20 21 26 35],"[3.0, 7.0]",27,5
258,"[8.0, 18.0, 29.0, 33.0, 36.0, 39.0, 51.0, 64.0, 74.0, 76.0, 84.0]",8,[ 8 36 51 74 76 84],[ 1  5  8 13 20 21 37 42],"[6.0, 8.0]",28,5
259,"[8.0, 18.0, 29.0, 33.0, 36.0, 39.0, 51.0, 64.0, 74.0, 76.0, 84.0]",8,[ 8 18 29 33 36 74],[ 1  3  5 13 21 24 26 30 38 41],"[6.0, 10.0]",29,5
260,"[9.0, 23.0, 55.0, 70.0, 93.0]",9,[55 70 93],[ 0 28 34 38 47],"[3.0, 5.0]",0,5
261,"[9.0, 23.0, 55.0, 70.0, 93.0]",9,[93],[ 2 28 47],"[1.0, 3.0]",1,5
262,"[9.0, 23.0, 55.0, 70.0, 93.0]",9,[9],[ 2 25 34],"[1.0, 3.0]",2,5
263,"[9.0, 23.0, 55.0, 70.0, 93.0]",9,[ 9 55],[ 0  2 18 25],"[2.0, 4.0]",3,5
264,"[9.0, 23.0, 55.0, 70.0, 93.0]",9,[ 9 55],[ 0  2 18 25],"[2.0, 4.0]",4,5
265,"[9.0, 23.0, 55.0, 70.0, 93.0]",9,[23 55],[ 0 15 18 25 34 47],"[2.0, 6.0]",6,5
266,"[9.0, 23.0, 55.0, 70.0, 93.0]",9,[ 9 55 70 93],[ 0  2 25 28 38 47],"[4.0, 6.0]",7,5
267,"[9.0, 23.0, 55.0, 70.0, 93.0]",9,[ 9 93],[25 28 34 47],"[2.0, 4.0]",8,5
268,"[9.0, 23.0, 55.0, 70.0, 93.0]",9,[23 93],[ 2 15 25 28],"[2.0, 4.0]",9,5
269,"[9.0, 23.0, 55.0, 70.0, 93.0]",9,[ 9 23 55 70],[ 0 15 38 47],"[4.0, 4.0]",10,5
270,"[9.0, 23.0, 55.0, 70.0, 93.0]",9,[23 93],[ 2 15 25 28],"[2.0, 4.0]",11,5
271,"[9.0, 23.0, 55.0, 70.0, 93.0]",9,[70],[ 2 18 38],"[1.0, 3.0]",12,5
272,"[9.0, 23.0, 55.0, 70.0, 93.0]",9,[ 9 70],[18 25 34 38],"[2.0, 4.0]",13,5
273,"[9.0, 23.0, 55.0, 70.0, 93.0]",9,[ 9 23 93],[15 28 34],"[3.0, 3.0]",14,5
274,"[9.0, 23.0, 55.0, 70.0, 93.0]",9,[23],[15 25 47],"[1.0, 3.0]",15,5
275,"[9.0, 23.0, 55.0, 70.0, 93.0]",9,[23 55],[ 0 15 18 25 34 47],"[2.0, 6.0]",16,5
276,"[9.0, 23.0, 55.0, 70.0, 93.0]",9,[23 70],[ 2 15 18 25 38 47],"[2.0, 6.0]",17,5
277,"[9.0, 23.0, 55.0, 70.0, 93.0]",9,[ 9 55 70],[ 0 25 38],"[3.0, 3.0]",18,5
278,"[9.0, 23.0, 55.0, 70.0, 93.0]",9,[70],[ 2 18 38],"[1.0, 3.0]",19,5
279,"[9.0, 23.0, 55.0, 70.0, 93.0]",9,[ 9 23 93],[15 28 34],"[3.0, 3.0]",20,5
280,"[9.0, 23.0, 55.0, 70.0, 93.0]",9,[55 70],[ 0  2 34 38],"[2.0, 4.0]",21,5
281,"[9.0, 23.0, 55.0, 70.0, 93.0]",9,[70],[ 2 18 38],"[1.0, 3.0]",23,5
282,"[9.0, 23.0, 55.0, 70.0, 93.0]",9,[9],[ 2 25 34],"[1.0, 3.0]",24,5
283,"[9.0, 23.0, 55.0, 70.0, 93.0]",9,[ 9 23 55 93],[ 0 15 18 28],"[4.0, 4.0]",25,5
284,"[9.0, 23.0, 55.0, 70.0, 93.0]",9,[ 9 55 93],[ 0 18 25 28 47],"[3.0, 5.0]",26,5
285,"[9.0, 23.0, 55.0, 70.0, 93.0]",9,[ 9 23 55 70],[ 0 15 38 47],"[4.0, 4.0]",27,5
286,"[9.0, 23.0, 55.0, 70.0, 93.0]",9,[ 9 70 93],[ 2 18 25 28 34 38 47],"[3.0, 7.0]",28,5
287,"[9.0, 23.0, 55.0, 70.0, 93.0]",9,[ 9 23 55 70],[ 0 15 38 47],"[4.0, 4.0]",29,5
288,"[10.0, 16.0, 31.0, 47.0, 54.0, 71.0]",10,[10 16 54 71],[19 31 36 43],"[4.0, 4.0]",0,5
289,"[10.0, 16.0, 31.0, 47.0, 54.0, 71.0]",10,[47 54],[ 9 10 19 30],"[2.0, 4.0]",1,5
290,"[10.0, 16.0, 31.0, 47.0, 54.0, 71.0]",10,[16],[13 31 42],"[1.0, 3.0]",2,5
291,"[10.0, 16.0, 31.0, 47.0, 54.0, 71.0]",10,[10 16 31 54],[10 13 19 28 30 31 36 43],"[4.0, 8.0]",3,5
292,"[10.0, 16.0, 31.0, 47.0, 54.0, 71.0]",10,[10 16],[10 13 30 31],"[2.0, 4.0]",4,5
293,"[10.0, 16.0, 31.0, 47.0, 54.0, 71.0]",10,[10 16 31],[13 28 30 31 43],"[3.0, 5.0]",5,5
294,"[10.0, 16.0, 31.0, 47.0, 54.0, 71.0]",10,[10 16 31 47 71],[ 9 28 30 31 36],"[5.0, 5.0]",6,5
295,"[10.0, 16.0, 31.0, 47.0, 54.0, 71.0]",10,[16 31 54],[13 19 28 31 36 42 43],"[3.0, 7.0]",7,5
296,"[10.0, 16.0, 31.0, 47.0, 54.0, 71.0]",10,[10 31],[28 30 42 43],"[2.0, 4.0]",8,5
297,"[10.0, 16.0, 31.0, 47.0, 54.0, 71.0]",10,[10 16 31],[13 28 30 31 43],"[3.0, 5.0]",9,5
298,"[10.0, 16.0, 31.0, 47.0, 54.0, 71.0]",10,[31 71],[10 13 28 30],"[2.0, 4.0]",10,5
299,"[10.0, 16.0, 31.0, 47.0, 54.0, 71.0]",10,[16 47 54 71],[ 9 10 19 31 42 43],"[4.0, 6.0]",11,5
300,"[10.0, 16.0, 31.0, 47.0, 54.0, 71.0]",10,[10 16],[10 13 30 31],"[2.0, 4.0]",12,5
301,"[10.0, 16.0, 31.0, 47.0, 54.0, 71.0]",10,[10 31],[28 30 42 43],"[2.0, 4.0]",13,5
302,"[10.0, 16.0, 31.0, 47.0, 54.0, 71.0]",10,[10 47 54],[ 9 19 42],"[3.0, 3.0]",14,5
303,"[10.0, 16.0, 31.0, 47.0, 54.0, 71.0]",10,[10 31 71],[13 28 42],"[3.0, 3.0]",15,5
304,"[10.0, 16.0, 31.0, 47.0, 54.0, 71.0]",10,[10 16 47],[ 9 10 13 31 36],"[3.0, 5.0]",16,5
305,"[10.0, 16.0, 31.0, 47.0, 54.0, 71.0]",10,[10 31 47],[ 9 28 36 42 43],"[3.0, 5.0]",17,5
306,"[10.0, 16.0, 31.0, 47.0, 54.0, 71.0]",10,[10 16 54 71],[19 31 36 43],"[4.0, 4.0]",18,5
307,"[10.0, 16.0, 31.0, 47.0, 54.0, 71.0]",10,[16 47 71],[ 9 31 36 42 43],"[3.0, 5.0]",19,5
308,"[10.0, 16.0, 31.0, 47.0, 54.0, 71.0]",10,[16 31 47 71],[ 9 10 28 31 36 42],"[4.0, 6.0]",20,5
309,"[10.0, 16.0, 31.0, 47.0, 54.0, 71.0]",10,[47 54],[ 9 10 19 30],"[2.0, 4.0]",21,5
310,"[10.0, 16.0, 31.0, 47.0, 54.0, 71.0]",10,[16 31 54 71],[19 28 30 31 36 42],"[4.0, 6.0]",22,5
311,"[10.0, 16.0, 31.0, 47.0, 54.0, 71.0]",10,[10 31],[28 30 42 43],"[2.0, 4.0]",23,5
312,"[10.0, 16.0, 31.0, 47.0, 54.0, 71.0]",10,[10 16 54],[13 19 30 31 36],"[3.0, 5.0]",24,5
313,"[10.0, 16.0, 31.0, 47.0, 54.0, 71.0]",10,[16 31],[10 13 28 31 42 43],"[2.0, 6.0]",25,5
314,"[10.0, 16.0, 31.0, 47.0, 54.0, 71.0]",10,[10 31 47 54],[ 9 10 19 28 42 43],"[4.0, 6.0]",26,5
315,"[10.0, 16.0, 31.0, 47.0, 54.0, 71.0]",10,[16 31 54 71],[19 28 30 31 36 42],"[4.0, 6.0]",27,5
316,"[10.0, 16.0, 31.0, 47.0, 54.0, 71.0]",10,[31 54],[19 28 36 43],"[2.0, 4.0]",28,5
317,"[10.0, 16.0, 31.0, 47.0, 54.0, 71.0]",10,[47],[ 9 30 36],"[1.0, 3.0]",29,5
318,"[11.0, 49.0, 71.0, 76.0, 86.0]",11,[11 49 71 76],[ 6 13 22 30 41 43],"[4.0, 6.0]",0,5
319,"[11.0, 49.0, 71.0, 76.0, 86.0]",11,[11 71 76 86],[ 3 13 34 41],"[4.0, 4.0]",1,5
320,"[11.0, 49.0, 71.0, 76.0, 86.0]",11,[11 71],[ 6 13 20 30],"[2.0, 4.0]",2,5
321,"[11.0, 49.0, 71.0, 76.0, 86.0]",11,[49],[ 3 22 43],"[1.0, 3.0]",3,5
322,"[11.0, 49.0, 71.0, 76.0, 86.0]",11,[71 76],[ 3 13 20 30 41 43],"[2.0, 6.0]",4,5
323,"[11.0, 49.0, 71.0, 76.0, 86.0]",11,[11 49 71 86],[ 3 13 20 22 34 43],"[4.0, 6.0]",5,5
324,"[11.0, 49.0, 71.0, 76.0, 86.0]",11,[11 86],[20 30 34 43],"[2.0, 4.0]",6,5
325,"[11.0, 49.0, 71.0, 76.0, 86.0]",11,[49],[ 3 22 43],"[1.0, 3.0]",7,5
326,"[11.0, 49.0, 71.0, 76.0, 86.0]",11,[76 86],[ 3  6 20 30 34 41],"[2.0, 6.0]",8,5
327,"[11.0, 49.0, 71.0, 76.0, 86.0]",11,[11 71],[ 6 13 20 30],"[2.0, 4.0]",9,5
328,"[11.0, 49.0, 71.0, 76.0, 86.0]",11,[71],[13 30 43],"[1.0, 3.0]",10,5
329,"[11.0, 49.0, 71.0, 76.0, 86.0]",11,[11 76],[ 3  6 41 43],"[2.0, 4.0]",11,5
330,"[11.0, 49.0, 71.0, 76.0, 86.0]",11,[11 49 76 86],[22 30 34 41],"[4.0, 4.0]",12,5
331,"[11.0, 49.0, 71.0, 76.0, 86.0]",11,[71 86],[ 6 13 34 43],"[2.0, 4.0]",13,5
